,Country,Job Title,Rural,Quantity,Percentage
2020,PL,Oracle Database Administrator (Oracle DBA),Rural,1,0.02
2021,PL,Oracle Database Administrator (Oracle DBA),Urban,6,0.11
2022,PL,Data Warehousing Manager,Urban,5,0.09
2023,PL,Data Sciences Director,Urban,2,0.04
2024,PL,Clinical Data Abstractor,Urban,2,0.04
2025,PL,Data Architect,Rural,1,0.02
2026,PL,Data Architect,Urban,9,0.16
2027,PL,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,3,0.05
2028,PL,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,9,0.16
2029,PL,SQL Database Administrator,Urban,10,0.18
2030,PL,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,3,0.05
2031,PL,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,11,0.19
2032,PL,Customer Data Technician,Urban,2,0.04
2033,PL,Director of Data Operations,Rural,2,0.04
2034,PL,Director of Data Operations,Urban,9,0.16
2035,PL,Data Miner,Urban,7,0.12
2036,PL,Database Consultant,Rural,2,0.04
2037,PL,Database Consultant,Urban,4,0.07
2038,PL,Database Security Expert,Urban,9,0.16
2039,PL,Data Processing Systems Analyst,Rural,1,0.02
2040,PL,Data Processing Systems Analyst,Urban,4,0.07
2041,PL,Databases Computer Consultant,Rural,1,0.02
2042,PL,Databases Computer Consultant,Urban,3,0.05
2043,PL,Data Security Administrator,Urban,8,0.14
2044,PL,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,2,0.04
2045,PL,Clinical Data Analyst,Urban,3,0.05
2046,PL,Voice and Data Technician,Rural,1,0.02
2047,PL,Reference Data Expert,Urban,1,0.02
2048,PL,Database Developer,Urban,2,0.04
2049,PL,Data Entry Associate,Rural,1,0.02
2050,PL,Log Data Technician,Urban,1,0.02
2051,PL,Field Traffic Data Technician,Rural,1,0.02
2052,PL,Computer or Data Processing Systems Consultant,Urban,6,0.11
2053,PL,Data Transcriber,Urban,1,0.02
2054,PT,Data Reduction Technician,Urban,1,0.02
2055,PT,Data Processing Equipment Repairer,Rural,1,0.02
2056,PT,Data Coordinator,Rural,1,0.02
2057,PT,Data Coordinator,Urban,5,0.09
2058,PT,Data Conversion Operator,Urban,1,0.02
2059,PT,Data Communications Technician,Urban,1,0.02
2060,PT,Database Marketing Analyst,Urban,1,0.02
2061,PT,Clinical Data Specialist,Urban,1,0.02
2062,PT,Clinical Data Management Associate Director,Urban,1,0.02
2063,PT,Electronic Data Interchange System Developer (EDI System Developer),Rural,1,0.02
2064,PT,Electronic Data Interchange System Developer (EDI System Developer),Urban,2,0.04
2065,PT,Data Administrator,Rural,1,0.02
2066,PT,Data Administrator,Urban,4,0.07
2067,PT,Database Engineer,Urban,2,0.04
2068,PT,Data Storage Specialist,Rural,1,0.02
2069,PT,Data Storage Specialist,Urban,1,0.02
2070,PT,Database Administration Manager,Rural,1,0.02
2071,PT,Data Management Associate,Urban,3,0.05
2072,PT,Data Modeling Specialist,Urban,1,0.02
2073,PT,Data Processing Control Clerk,Urban,1,0.02
2074,PT,Database Software Technician,Rural,1,0.02
2075,PT,Database Software Technician,Urban,1,0.02
2076,PT,Data Collector,Urban,1,0.02
2077,PT,Clinical Data Coordinator,Urban,1,0.02
2078,PT,Data Warehousing Engineer,Rural,1,0.02
2079,PT,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,1,0.02
2080,PT,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,0.02
2081,PT,Database Development and Administration Project Manager,Urban,1,0.02
2082,PT,Data Warehouse Analyst,Urban,2,0.04
2083,PT,Database Management System Specialist (DBMS Specialist),Urban,1,0.02
2084,PT,Data Recovery Planner,Urban,3,0.05
2085,PT,Data Base Design Analyst,Rural,2,0.04
2086,PT,Data Capture Clerk,Urban,2,0.04
2087,PT,Data Management Manager,Urban,1,0.02
2088,PT,Database Administration Associate,Urban,2,0.04
2089,PT,Data Entry Machine Operator,Urban,1,0.02
2090,PT,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,0.02
2091,PT,LiDAR Data Analyst,Rural,1,0.02
2092,PT,Database Specialist,Urban,3,0.05
2093,PT,Databases Software Consultant,Urban,3,0.05
2094,PT,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,0.02
2095,PT,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,4,0.07
2096,PT,Data Management Information Technology Specialist,Urban,1,0.02
2097,PT,Data Officer,Urban,3,0.05
2098,PT,Data Warehouse Architect,Rural,1,0.02
2099,PT,Data Warehouse Architect,Urban,1,0.02
2100,PT,Data Warehouse Specialist,Urban,1,0.02
2101,PT,Database Coordinator,Rural,1,0.02
2102,PT,Database Coordinator,Urban,1,0.02
2103,PT,Automatic Data Processing Planner,Urban,1,0.02
2104,PT,Data Processing Consultant,Urban,5,0.09
2105,PT,Data Communications Software Consultant,Urban,5,0.09
2106,PT,Data Scientist,Rural,2,0.04
2107,PT,Data Scientist,Urban,2,0.04
2108,PT,Data Processing Clerk,Rural,1,0.02
2109,PT,Electronic Data Processing Auditor (EDP Auditor),Urban,3,0.05
2110,PT,Internet Database Specialist,Urban,1,0.02
2111,PT,Data Security Analyst,Urban,4,0.07
2112,PT,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,3,0.05
2113,PT,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,1,0.02
2114,PT,Automatic Data Processing Planner (ADP Planner),Urban,1,0.02
2115,PT,Database Manager,Rural,1,0.02
2116,PT,Database Manager,Urban,2,0.04
2117,PT,Data Processing Manager,Rural,3,0.05
2118,PT,Data Processing Manager,Urban,1,0.02
2119,PT,Micro Computer Data Processor,Urban,1,0.02
2120,PT,Analytical Data Miner,Urban,1,0.02
2121,PT,Data Processing Systems Project Planner,Urban,2,0.04
2122,PT,Database Architect,Urban,3,0.05
2123,PT,Data Center Operator,Urban,1,0.02
2124,PT,Data Communications Analyst,Urban,2,0.04
2125,PT,Oracle Database Administrator (Oracle DBA),Urban,1,0.02
2126,PT,Data Warehousing Manager,Urban,1,0.02
2127,PT,Data Manager,Rural,1,0.02
2128,PT,Data Architect,Rural,1,0.02
2129,PT,Data Architect,Urban,1,0.02
2130,PT,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,0.02
2131,PT,SQL Database Administrator,Urban,2,0.04
2132,PT,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,3,0.05
2133,PT,Data Miner,Urban,1,0.02
2134,PT,Database Consultant,Urban,2,0.04
2135,PT,Databases Computer Consultant,Urban,1,0.02
2136,PT,Data Processor,Urban,1,0.02
2137,PT,Clinical Data Manager,Urban,1,0.02
2138,PT,Data Processing Services Sales Representative,Urban,1,0.02
2139,PT,Log Data Technician,Urban,1,0.02
2140,PT,Field Traffic Data Technician,Urban,1,0.02
2141,PT,Computer or Data Processing Systems Consultant,Rural,1,0.02
2142,PT,Computer or Data Processing Systems Consultant,Urban,2,0.04
2143,RO,Database Analyst,Urban,3,0.05
2144,RO,Marketing Database Analyst,Urban,1,0.02
2145,RO,Data Coordinator,Urban,3,0.05
2146,RO,Data Entry Clerk,Rural,1,0.02
2147,RO,Naval Tactical Data System--Combat Information Center Officer,Urban,1,0.02
2148,RO,Database Security Administrator,Urban,2,0.04
2149,RO,Database Tester,Urban,6,0.11
2150,RO,Electronic Data Interchange System Developer (EDI System Developer),Urban,2,0.04
2151,RO,Data Administrator,Urban,5,0.09
2152,RO,Database Engineer,Rural,1,0.02
2153,RO,Database Engineer,Urban,2,0.04
2154,RO,Data Storage Specialist,Rural,1,0.02
2155,RO,Data Storage Specialist,Urban,4,0.07
2156,RO,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,0.02
2157,RO,Database Administration Manager,Urban,2,0.04
2158,RO,Data Management Associate,Urban,7,0.12
2159,RO,Data Modeling Specialist,Rural,1,0.02
2160,RO,Data Modeling Specialist,Urban,1,0.02
2161,RO,Data Entry Specialist,Urban,1,0.02
2162,RO,Database Software Technician,Urban,1,0.02
2163,RO,Crime Data Specialist,Rural,1,0.02
2164,RO,Head of Information Systems and Data Processing,Rural,2,0.04
2165,RO,Head of Information Systems and Data Processing,Urban,4,0.07
2166,RO,Data Entry Supervisor,Rural,1,0.02
2167,RO,Data Warehousing Engineer,Urban,4,0.07
2168,RO,Data Warehousing Specialist,Rural,1,0.02
2169,RO,Data Warehousing Specialist,Urban,2,0.04
2170,RO,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,1,0.02
2171,RO,Database Development and Administration Project Manager,Urban,2,0.04
2172,RO,Data Warehouse Analyst,Rural,1,0.02
2173,RO,Data Warehouse Analyst,Urban,1,0.02
2174,RO,Field Artillery Automated Tactical Data System Specialist,Rural,1,0.02
2175,RO,Field Artillery Automated Tactical Data System Specialist,Urban,1,0.02
2176,RO,Data Input Clerk,Rural,1,0.02
2177,RO,Data Input Clerk,Urban,1,0.02
2178,RO,Database Management System Specialist (DBMS Specialist),Urban,4,0.07
2179,RO,Data Abstractor,Rural,1,0.02
2180,RO,Data Collection Technician,Urban,2,0.04
2181,RO,Database Modeler,Rural,1,0.02
2182,RO,Data Coder Operator,Urban,1,0.02
2183,RO,Data Base Design Analyst,Urban,2,0.04
2184,RO,Clinical Data Associate,Urban,2,0.04
2185,RO,Data Analysis Assistant,Urban,2,0.04
2186,RO,Database Designer,Rural,1,0.02
2187,RO,Database Designer,Urban,2,0.04
2188,RO,Data Management Manager,Urban,1,0.02
2189,RO,Database Administration Associate,Rural,1,0.02
2190,RO,Database Administration Associate,Urban,2,0.04
2191,RO,Geographic Information Systems Data Manager (GIS Data Manager),Urban,2,0.04
2192,RO,Database Technician,Urban,1,0.02
2193,RO,Database Design Analyst,Rural,1,0.02
2194,RO,Database Design Analyst,Urban,1,0.02
2195,RO,Database Specialist,Urban,5,0.09
2196,RO,Data Entry Technician,Rural,1,0.02
2197,RO,Data Entry Technician,Urban,1,0.02
2198,RO,Health Data Analyst,Urban,1,0.02
2199,RO,Databases Software Consultant,Rural,1,0.02
2200,RO,Databases Software Consultant,Urban,2,0.04
2201,RO,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,0.02
2202,RO,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,2,0.04
2203,RO,Data Management Information Technology Specialist,Urban,2,0.04
2204,RO,Data Officer,Rural,1,0.02
2205,RO,Data Officer,Urban,6,0.11
2206,RO,Data Warehouse Architect,Urban,2,0.04
2207,RO,Data Warehouse Specialist,Rural,1,0.02
2208,RO,Data Warehouse Specialist,Urban,1,0.02
2209,RO,Medical Data Analyst,Urban,1,0.02
2210,RO,Data Systems Manager,Rural,1,0.02
2211,RO,Data Systems Manager,Urban,1,0.02
2212,RO,Data Warehouse Developer,Urban,2,0.04
2213,RO,Automatic Data Processing Planner,Urban,3,0.05
2214,RO,Data Processing Consultant,Urban,2,0.04
2215,RO,Data Communications Software Consultant,Urban,1,0.02
2216,RO,Electronic Data Processing Auditor (EDP Auditor),Urban,4,0.07
2217,RO,Internet Database Specialist,Urban,1,0.02
2218,RO,Data Entry Representative,Urban,1,0.02
2219,RO,Data Security Analyst,Rural,1,0.02
2220,RO,Data Security Analyst,Urban,4,0.07
2221,RO,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,2,0.04
2222,RO,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,3,0.05
2223,RO,Automatic Data Processing Planner (ADP Planner),Urban,3,0.05
2224,RO,Database Manager,Rural,1,0.02
2225,RO,Database Manager,Urban,1,0.02
2226,RO,Database Programmer,Urban,2,0.04
2227,RO,Data Compiler,Urban,1,0.02
2228,RO,Data Processing Manager,Rural,1,0.02
2229,RO,Micro Computer Data Processor,Urban,1,0.02
2230,RO,Analytical Data Miner,Urban,1,0.02
2231,RO,Data Processing Systems Project Planner,Rural,1,0.02
2232,RO,Data Processing Systems Project Planner,Urban,6,0.11
2233,RO,Data Modeler,Rural,1,0.02
2234,RO,Data Modeler,Urban,1,0.02
2235,RO,Business Database Analyst,Urban,2,0.04
2236,RO,Data Entry Operator,Urban,1,0.02
2237,RO,Database Architect,Urban,4,0.07
2238,RO,Data Center Operator,Urban,2,0.04
2239,RO,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,1,0.02
2240,RO,Data Processing Auditor,Rural,2,0.04
2241,RO,Data Processing Auditor,Urban,1,0.02
2242,RO,Data Communications Analyst,Urban,1,0.02
2243,RO,Oracle Database Administrator (Oracle DBA),Urban,2,0.04
2244,RO,GPS Field Data Collector (Global Positioning System Field Data Collector),Urban,1,0.02
2245,RO,Data Warehousing Manager,Urban,3,0.05
2246,RO,Data Sciences Director,Urban,1,0.02
2247,RO,Data Architect,Rural,1,0.02
2248,RO,Data Architect,Urban,4,0.07
2249,RO,SQL Database Administrator,Rural,1,0.02
2250,RO,SQL Database Administrator,Urban,3,0.05
2251,RO,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,2,0.04
2252,RO,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,3,0.05
2253,RO,Customer Data Technician,Urban,1,0.02
2254,RO,Director of Data Operations,Urban,4,0.07
2255,RO,Data Miner,Urban,3,0.05
2256,RO,Database Consultant,Urban,7,0.12
2257,RO,Database Security Expert,Urban,1,0.02
2258,RO,Data Processing Systems Analyst,Urban,1,0.02
2259,RO,Databases Computer Consultant,Urban,4,0.07
2260,RO,Data Security Administrator,Urban,3,0.05
2261,RO,Data Processor,Rural,1,0.02
2262,RO,Data Processor,Urban,1,0.02
2263,RO,Clinical Data Analyst,Urban,1,0.02
2264,RO,Voice and Data Technician,Urban,1,0.02
2265,RO,Reference Data Expert,Urban,2,0.04
2266,RO,Clinical Data Manager,Urban,2,0.04
2267,RO,Field Traffic Data Technician,Urban,2,0.04
2268,RO,Computer or Data Processing Systems Consultant,Rural,2,0.04
2269,RO,Computer or Data Processing Systems Consultant,Urban,4,0.07
2270,SE,Data Reduction Technician,Urban,1,0.02
2271,SE,Data Coordinator,Urban,2,0.04
2272,SE,Data Conversion Operator,Rural,1,0.02
2273,SE,Database Marketing Analyst,Urban,2,0.04
2274,SE,Naval Tactical Data System--Combat Information Center Officer,Urban,1,0.02
2275,SE,Database Security Administrator,Rural,1,0.02
2276,SE,Database Security Administrator,Urban,2,0.04
2277,SE,Database Tester,Urban,1,0.02
2278,SE,Data Administrator,Rural,1,0.02
2279,SE,Data Modeling Specialist,Rural,1,0.02
2280,SE,Database Software Technician,Urban,1,0.02
2281,SE,Crime Data Specialist,Urban,1,0.02
2282,SE,Head of Information Systems and Data Processing,Urban,1,0.02
2283,SE,Data Warehousing Engineer,Urban,1,0.02
2284,SE,Data Warehousing Specialist,Urban,1,0.02
2285,SE,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,2,0.04
2286,SE,Database Development and Administration Project Manager,Rural,1,0.02
2287,SE,Database Development and Administration Project Manager,Urban,2,0.04
2288,SE,Data Warehouse Analyst,Urban,1,0.02
2289,SE,Database Management System Specialist (DBMS Specialist),Rural,2,0.04
2290,SE,Data Collection Technician,Rural,1,0.02
2291,SE,Database Modeler,Urban,2,0.04
2292,SE,Survey Data Technician,Urban,1,0.02
2293,SE,Data Coder Operator,Urban,2,0.04
2294,SE,Data Analysis Assistant,Urban,1,0.02
2295,SE,Database Designer,Urban,2,0.04
2296,SE,Database Administration Associate,Urban,1,0.02
2297,SE,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,0.02
2298,SE,Database Design Analyst,Rural,1,0.02
2299,SE,Database Design Analyst,Urban,1,0.02
2300,SE,Database Specialist,Urban,2,0.04
2301,SE,Clinical Data Management Manager (CDM Manager),Urban,1,0.02
2302,SE,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,1,0.02
2303,SE,Data Management Information Technology Specialist,Urban,1,0.02
2304,SE,Data Officer,Urban,2,0.04
2305,SE,Data Typist,Urban,2,0.04
2306,SE,Data Warehouse Architect,Urban,1,0.02
2307,SE,Data Warehouse Specialist,Urban,1,0.02
2308,SE,Data Acquisition Technician,Rural,1,0.02
2309,SE,Database Coordinator,Urban,2,0.04
2310,SE,Data Systems Manager,Urban,1,0.02
2311,SE,Data Warehouse Developer,Urban,1,0.02
2312,SE,Automatic Data Processing Planner,Urban,4,0.07
2313,SE,Data Communications Software Consultant,Urban,1,0.02
2314,SE,Data Scientist,Urban,2,0.04
2315,SE,Data Entry Representative,Rural,1,0.02
2316,SE,Data Security Analyst,Urban,1,0.02
2317,SE,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,0.02
2318,SE,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Rural,1,0.02
2319,SE,Automatic Data Processing Planner (ADP Planner),Urban,2,0.04
2320,SE,Database Manager,Rural,1,0.02
2321,SE,Database Manager,Urban,1,0.02
2322,SE,Database Programmer,Urban,1,0.02
2323,SE,Data Processing Manager,Rural,1,0.02
2324,SE,Data Processing Manager,Urban,2,0.04
2325,SE,Database Development Project Manager,Urban,1,0.02
2326,SE,Data Modeler,Urban,1,0.02
2327,SE,Data Entry Operator,Urban,1,0.02
2328,SE,Database Architect,Rural,1,0.02
2329,SE,Data Center Operator,Urban,1,0.02
2330,SE,Data Communications Analyst,Rural,1,0.02
2331,SE,Oracle Database Administrator (Oracle DBA),Urban,1,0.02
2332,SE,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,0.02
2333,SE,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.02
2334,SE,SQL Database Administrator,Rural,1,0.02
2335,SE,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,2,0.04
2336,SE,Database Consultant,Urban,1,0.02
2337,SE,Databases Computer Consultant,Urban,1,0.02
2338,SE,Data Security Administrator,Urban,1,0.02
2339,SE,Database Developer,Urban,1,0.02
2340,SE,Data Entry Associate,Urban,1,0.02
2341,SE,Computer or Data Processing Systems Consultant,Urban,2,0.04
2342,SE,Data Transcriber,Rural,1,0.02
2343,SI,Database Administration Manager,Rural,1,0.02
2344,SI,Database Modeler,Urban,1,0.02
2345,SI,Clinical Data Associate,Rural,1,0.02
2346,SI,Data Management Information Technology Specialist,Rural,1,0.02
2347,SI,Data Warehouse Architect,Rural,1,0.02
2348,SI,Data Systems Manager,Urban,1,0.02
2349,SI,Automatic Data Processing Planner,Urban,1,0.02
2350,SI,Data Communications Software Consultant,Rural,1,0.02
2351,SI,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,1,0.02
2352,SI,Data Center Operator,Rural,1,0.02
2353,SI,Data Processing Auditor,Urban,1,0.02
2354,SI,Data Warehousing Manager,Rural,1,0.02
2355,SI,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,1,0.02
2356,SI,Data Processing Systems Analyst,Rural,1,0.02
2357,SI,Databases Computer Consultant,Urban,1,0.02
2358,SI,Data Security Administrator,Urban,1,0.02
2359,SI,Database Developer,Rural,1,0.02
2360,SK,Data Conversion Operator,Urban,1,0.02
2361,SK,Database Security Administrator,Rural,1,0.02
2362,SK,Flight Data Technician,Urban,1,0.02
2363,SK,Database Tester,Rural,1,0.02
2364,SK,Data Administrator,Urban,2,0.04
2365,SK,Database Engineer,Urban,1,0.02
2366,SK,Data Management Associate,Urban,2,0.04
2367,SK,Data Warehousing Engineer,Rural,1,0.02
2368,SK,Data Warehousing Specialist,Urban,1,0.02
2369,SK,Data Warehouse Analyst,Urban,1,0.02
2370,SK,Database Management System Specialist (DBMS Specialist),Rural,1,0.02
2371,SK,Database Management System Specialist (DBMS Specialist),Urban,1,0.02
2372,SK,Data Base Design Analyst,Urban,1,0.02
2373,SK,Data Capture Specialist,Urban,1,0.02
2374,SK,Data Reviewer,Urban,1,0.02
2375,SK,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,0.02
2376,SK,Database Specialist,Urban,1,0.02
2377,SK,Databases Software Consultant,Urban,1,0.02
2378,SK,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,4,0.07
2379,SK,Data Management Information Technology Specialist,Rural,1,0.02
2380,SK,Data Officer,Urban,2,0.04
2381,SK,Data Warehouse Specialist,Urban,1,0.02
2382,SK,Data Acquisition Technician,Rural,1,0.02
2383,SK,Data Systems Manager,Urban,1,0.02
2384,SK,Data Warehouse Developer,Urban,1,0.02
2385,SK,Automatic Data Processing Planner,Rural,1,0.02
2386,SK,Automatic Data Processing Planner,Urban,1,0.02
2387,SK,Data Processing Consultant,Rural,1,0.02
2388,SK,Data Scientist,Urban,3,0.05
2389,SK,Data Operations Director,Urban,1,0.02
2390,SK,Internet Database Specialist,Rural,1,0.02
2391,SK,Data Security Analyst,Rural,3,0.05
2392,SK,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,1,0.02
2393,SK,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,2,0.04
2394,SK,Automatic Data Processing Planner (ADP Planner),Urban,1,0.02
2395,SK,Database Manager,Urban,3,0.05
2396,SK,Data Processing Manager,Urban,1,0.02
2397,SK,Data Processing Systems Project Planner,Rural,2,0.04
2398,SK,Data Processing Auditor,Urban,3,0.05
2399,SK,Data Communications Analyst,Urban,1,0.02
2400,SK,Data Warehousing Manager,Rural,1,0.02
2401,SK,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,1,0.02
2402,SK,Database Consultant,Rural,1,0.02
2403,SK,Data Processing Systems Analyst,Rural,1,0.02
2404,SK,Databases Computer Consultant,Urban,1,0.02
2405,SK,Computer or Data Processing Systems Consultant,Rural,1,0.02
2406,SK,Computer or Data Processing Systems Consultant,Urban,1,0.02
2407,SK,Data Transcriber,Urban,1,0.02
